ts,region_id,requests,trips,conversion_rate,avg_price,avg_proposed_price,avg_subsidy,avg_context,conversion_prob_mean,revenue,base_price,elasticity,hour,dow,is_weekend,time_of_day_minutes,time_sin,time_cos,requests_lag_1,requests_lag_2,requests_lag_3,requests_lag_12,requests_lag_24,conversion_rate_lag_1,conversion_rate_lag_2,conversion_rate_lag_3,conversion_rate_lag_12,conversion_rate_lag_24,avg_price_lag_1,avg_price_lag_2,avg_price_lag_3,avg_price_lag_12,avg_price_lag_24,requests_roll_mean_3,requests_roll_std_3,requests_roll_mean_12,requests_roll_std_12,conversion_rate_roll_mean_3,conversion_rate_roll_std_3,conversion_rate_roll_mean_12,conversion_rate_roll_std_12,supply,demand_supply_ratio,utilization,neigh_requests_mean
2025-12-01 00:05:00,0,1,1,1.0,0.878,1.878,1.0,0.1486,0.959226,0.878,1.8777568795041049,-1.5707010400443089,0,0,0,5,0.02181488503456112,0.9997620270799091,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,15,0.06666666666222222,0.06666666666222222,2.5374000061550244
2025-12-01 00:10:00,0,5,5,1.0,1.478,1.8779999999999997,0.4,-0.06163999999999999,0.7654536000000001,7.39,1.8777568795041049,-1.5707010400443089,0,0,0,10,0.043619387365336,0.9990482215818578,1.0,,,,,1.0,,,,,0.878,,,,,3.0,2.8284271247461903,3.0,2.8284271247461903,1.0,0.0,1.0,0.0,11,0.45454545450413225,0.45454545450413225,4.074800013192895
2025-12-01 00:15:00,0,4,4,1.0,1.378,1.878,0.5,0.006699999999999984,0.80128475,5.512,1.8777568795041049,-1.5707010400443089,0,0,0,15,0.06540312923014306,0.9978589232386035,5.0,1.0,,,,1.0,1.0,,,,1.478,0.878,,,,3.3333333333333335,2.0816659994661326,3.3333333333333335,2.0816659994661326,1.0,0.0,1.0,0.0,14,0.2857142856938775,0.2857142856938775,4.92519997886148
2025-12-01 00:20:00,0,6,3,0.5,1.4613333333333332,1.878,0.4166666666666667,-0.2687333333333333,0.7439691666666667,4.1339999999999995,1.8777568795041049,-1.5707010400443089,0,0,0,20,0.08715574274765817,0.9961946980917455,4.0,5.0,1.0,,,1.0,1.0,1.0,,,1.378,1.478,0.878,,,5.0,0.9999999999999996,4.0,2.160246899469287,0.8333333333333334,0.2886751345948129,0.875,0.25,12,0.49999999995833333,0.24999999997916666,2.3129999559821712
2025-12-01 00:25:00,0,8,5,0.625,1.628,1.878,0.25,0.31503749999999997,0.723562375,7.39,1.8777568795041049,-1.5707010400443089,0,0,0,25,0.10886687485196457,0.9940563382223196,6.0,4.0,5.0,,,0.5,1.0,1.0,,,1.4613333333333332,1.378,1.478,,,6.0,1.9999999999999998,4.8,2.588435821108957,0.7083333333333334,0.26020824993326663,0.825,0.24366985862022408,15,0.5333333332977778,0.3333333333111111,2.46259998943074
2025-12-01 00:30:00,0,10,9,0.9,1.528,1.8779999999999997,0.35,0.10684,0.7566685,13.402,1.8777568795041049,-1.5707010400443089,0,0,0,30,0.13052619222005157,0.9914448613738104,8.0,6.0,4.0,,,0.625,0.5,1.0,,,1.628,1.4613333333333332,1.378,,,8.0,1.9999999999999998,5.666666666666667,3.141125063837266,0.6749999999999999,0.20463381929681126,0.8375,0.22008521077073762,10,0.9999999999,0.89999999991,1.5374000070378713
2025-12-01 00:35:00,0,3,2,0.6666666666666666,1.2113333333333334,1.878,0.6666666666666666,0.3496666666666666,0.8623479999999999,1.756,1.8777568795041049,-1.5707010400443089,0,0,0,35,0.1521233861899167,0.9883615104677607,10.0,8.0,6.0,,,0.9,0.625,0.5,,,1.528,1.628,1.4613333333333332,,,7.0,3.605551275463989,5.285714285714286,3.0394235042348474,0.7305555555555555,0.14821468413282335,0.8130952380952381,0.21103016409681852,12,0.24999999997916666,0.16666666665277777,2.3877999727064556
2025-12-01 00:40:00,0,5,3,0.6,1.378,1.8779999999999997,0.5,0.24830000000000002,0.8029084000000001,3.634,1.8777568795041049,-1.5707010400443089,0,0,0,40,0.17364817766693033,0.984807753012208,3.0,10.0,8.0,,,0.6666666666666666,0.9,0.625,,,1.2113333333333334,1.528,1.628,,,6.0,3.605551275463989,5.25,2.815771906346718,0.7222222222222222,0.15752718754175365,0.7864583333333334,0.20939905985901958,10,0.49999999995,0.29999999997,4.387799970940761
2025-12-01 00:45:00,0,5,4,0.8,1.278,1.8779999999999997,0.6,-0.43507999999999997,0.7712016,4.512,1.8777568795041049,-1.5707010400443089,0,0,0,45,0.19509032201612825,0.9807852804032304,5.0,3.0,10.0,,,0.6,0.6666666666666666,0.9,,,1.378,1.2113333333333334,1.528,,,4.333333333333333,1.1547005383792517,5.222222222222222,2.63523138347365,0.688888888888889,0.10183501544346325,0.787962962962963,0.1959268886064706,14,0.35714285711734695,0.2857142856938775,2.999999997351458
2025-12-01 00:50:00,0,4,3,0.75,1.378,1.878,0.5,-0.08005000000000001,0.7888965,4.634,1.8777568795041049,-1.5707010400443089,0,0,0,50,0.21643961393810288,0.9762960071199334,5.0,5.0,3.0,,,0.8,0.6,0.6666666666666666,,,1.278,1.378,1.2113333333333334,,,4.666666666666667,0.5773502691896263,5.1,2.5144029554194813,0.7166666666666667,0.10408329997330672,0.7841666666666667,0.1851113278643522,19,0.21052631577839334,0.157894736833795,4.53740000438933
